id;cfb_plot_num;round;day;time_visit;type_plot;observer;num_surv_5_min;species;distance_more_than_50;comment
80;171;1;17/04/2023;09:43:00;forest;Raphael;0;Eurasian Wren;FALSE;#N/A
81;171;1;17/04/2023;09:43:00;forest;Raphael;0;Coal Tit;FALSE;#N/A
82;171;1;17/04/2023;09:43:00;forest;Raphael;0;Song Thrush;TRUE;#N/A
83;171;1;17/04/2023;09:43:00;forest;Raphael;0;Great Spotted Woodpecker;TRUE;#N/A
84;171;1;17/04/2023;09:43:00;forest;Raphael;0;Common Chaffinch;FALSE;#N/A
85;171;1;17/04/2023;09:43:00;forest;Raphael;0;Eurasian Blackbird;TRUE;#N/A
86;171;1;17/04/2023;09:43:00;forest;Raphael;1;Common Chaffinch;FALSE;#N/A
87;171;1;17/04/2023;09:43:00;forest;Raphael;1;Song Thrush;TRUE;#N/A
88;171;1;17/04/2023;09:43:00;forest;Raphael;1;Common Chaffinch;TRUE;#N/A
89;171;1;17/04/2023;09:43:00;forest;Raphael;1;Crested Tit;FALSE;#N/A
90;171;1;17/04/2023;09:43:00;forest;Raphael;1;Common Chaffinch;TRUE;#N/A
91;171;1;17/04/2023;09:43:00;forest;Raphael;2;Common Chaffinch;FALSE;#N/A
92;171;1;17/04/2023;09:43:00;forest;Raphael;2;Common Chaffinch;FALSE;#N/A
93;171;1;17/04/2023;09:43:00;forest;Raphael;2;Eurasian Wren;FALSE;#N/A
94;171;1;17/04/2023;09:43:00;forest;Raphael;2;Goldcrest;FALSE;#N/A
95;171;1;17/04/2023;09:43:00;forest;Raphael;2;Goldcrest;FALSE;#N/A
96;171;1;17/04/2023;09:43:00;forest;Raphael;3;Goldcrest;FALSE;#N/A
97;171;1;17/04/2023;09:43:00;forest;Raphael;3;Goldcrest;FALSE;#N/A
98;171;1;17/04/2023;09:43:00;forest;Raphael;3;Crested Tit;TRUE;#N/A
99;171;1;17/04/2023;09:43:00;forest;Raphael;3;Common Chaffinch;TRUE;#N/A
100;171;1;17/04/2023;09:43:00;forest;Raphael;3;Common Chaffinch;TRUE;#N/A
101;171;1;17/04/2023;09:43:00;forest;Raphael;3;Song Thrush;FALSE;#N/A
102;171;1;17/04/2023;09:43:00;forest;Raphael;3;Eurasian Wren;FALSE;#N/A
103;171;1;17/04/2023;09:43:00;forest;Raphael;3;Crested Tit;FALSE;#N/A
104;171;1;17/04/2023;09:43:00;forest;Raphael;4;Common Chaffinch;FALSE;#N/A
105;171;1;17/04/2023;09:43:00;forest;Raphael;4;Goldcrest;FALSE;#N/A
106;171;1;17/04/2023;09:43:00;forest;Raphael;4;Common Chaffinch;FALSE;#N/A
107;171;1;17/04/2023;09:43:00;forest;Raphael;4;Coal Tit;FALSE;#N/A
108;171;1;17/04/2023;09:43:00;forest;Raphael;4;Great Spotted Woodpecker;TRUE;#N/A
109;171;1;17/04/2023;09:43:00;forest;Raphael;4;Eurasian Blackbird;TRUE;#N/A
110;171;1;17/04/2023;09:43:00;forest;Raphael;4;Crested Tit;FALSE;#N/A
111;171;1;17/04/2023;10:47:00;edge;Raphael;0;Common Chaffinch;FALSE;#N/A
112;171;1;17/04/2023;10:47:00;edge;Raphael;0;Great Tit;TRUE;#N/A
113;171;1;17/04/2023;10:47:00;edge;Raphael;0;Common Chaffinch;FALSE;#N/A
114;171;1;17/04/2023;10:47:00;edge;Raphael;0;Coal Tit;TRUE;#N/A
115;171;1;17/04/2023;10:47:00;edge;Raphael;0;Common Chaffinch;TRUE;#N/A
116;171;1;17/04/2023;10:47:00;edge;Raphael;0;Eurasian Wren;FALSE;#N/A
117;171;1;17/04/2023;10:47:00;edge;Raphael;0;Song Thrush;TRUE;#N/A
118;171;1;17/04/2023;10:47:00;edge;Raphael;0;Eurasian Blackbird;FALSE;#N/A
119;171;1;17/04/2023;10:47:00;edge;Raphael;0;Fieldfare;FALSE;#N/A
120;171;1;17/04/2023;10:47:00;edge;Raphael;0;Common Chiffchaff;TRUE;#N/A
121;171;1;17/04/2023;10:47:00;edge;Raphael;0;Wood Pigeon;TRUE;#N/A
122;171;1;17/04/2023;10:47:00;edge;Raphael;1;Eurasian Blackbird;FALSE;#N/A
123;171;1;17/04/2023;10:47:00;edge;Raphael;1;Great Tit;FALSE;#N/A
124;171;1;17/04/2023;10:47:00;edge;Raphael;1;Mistle Thrush;TRUE;#N/A
125;171;1;17/04/2023;10:47:00;edge;Raphael;1;Common Chiffchaff;FALSE;#N/A
126;171;1;17/04/2023;10:47:00;edge;Raphael;1;Great Spotted Woodpecker;TRUE;#N/A
127;171;1;17/04/2023;10:47:00;edge;Raphael;1;Song Thrush;FALSE;#N/A
128;171;1;17/04/2023;10:47:00;edge;Raphael;1;Coal Tit;FALSE;#N/A
129;171;1;17/04/2023;10:47:00;edge;Raphael;1;Eurasian Jay;FALSE;#N/A
130;171;1;17/04/2023;10:47:00;edge;Raphael;2;Song Thrush;FALSE;#N/A
131;171;1;17/04/2023;10:47:00;edge;Raphael;2;Coal Tit;FALSE;#N/A
132;171;1;17/04/2023;10:47:00;edge;Raphael;2;Common Chiffchaff;FALSE;#N/A
133;171;1;17/04/2023;10:47:00;edge;Raphael;2;Wood Pigeon;TRUE;#N/A
134;171;1;17/04/2023;10:47:00;edge;Raphael;2;Coal Tit;FALSE;#N/A
135;171;1;17/04/2023;10:47:00;edge;Raphael;2;Fieldfare;FALSE;#N/A
136;171;1;17/04/2023;10:47:00;edge;Raphael;2;Eurasian Blackbird;FALSE;#N/A
137;171;1;17/04/2023;10:47:00;edge;Raphael;2;Eurasian Wren;FALSE;#N/A
138;171;1;17/04/2023;10:47:00;edge;Raphael;3;Ring Ouzel;TRUE;#N/A
139;171;1;17/04/2023;10:47:00;edge;Raphael;3;Green Woodpecker;FALSE;#N/A
140;171;1;17/04/2023;10:47:00;edge;Raphael;3;Common Chiffchaff;FALSE;#N/A
141;171;1;17/04/2023;10:47:00;edge;Raphael;3;Eurasian Wren;FALSE;#N/A
142;171;1;17/04/2023;10:47:00;edge;Raphael;3;Great Tit;FALSE;#N/A
143;171;1;17/04/2023;10:47:00;edge;Raphael;3;Eurasian Jay;FALSE;#N/A
144;171;1;17/04/2023;10:47:00;edge;Raphael;3;Song Thrush;TRUE;#N/A
145;171;1;17/04/2023;10:47:00;edge;Raphael;3;Coal Tit;FALSE;#N/A
146;171;1;17/04/2023;10:47:00;edge;Raphael;3;Carrion Crow;TRUE;#N/A
147;171;1;17/04/2023;10:47:00;edge;Raphael;3;Carrion Crow;FALSE;#N/A
148;171;1;17/04/2023;10:47:00;edge;Raphael;3;Eurasian Jay;TRUE;#N/A
149;171;1;17/04/2023;10:47:00;edge;Raphael;4;Eurasian Wren;FALSE;#N/A
150;171;1;17/04/2023;10:47:00;edge;Raphael;4;Song Thrush;TRUE;#N/A
151;171;1;17/04/2023;10:47:00;edge;Raphael;4;Eurasian Jay;TRUE;#N/A
152;171;1;17/04/2023;10:47:00;edge;Raphael;4;Carrion Crow;TRUE;#N/A
153;171;1;17/04/2023;10:47:00;edge;Raphael;4;Coal Tit;FALSE;#N/A
154;171;1;17/04/2023;10:47:00;edge;Raphael;4;Song Thrush;FALSE;#N/A
155;171;1;17/04/2023;10:47:00;edge;Raphael;4;Eurasian Magpie;TRUE;#N/A
156;171;1;17/04/2023;10:47:00;edge;Raphael;4;Great Tit;FALSE;#N/A
157;114;1;19/04/2023;06:40:00;road;Raphael;1;Eurasian Wren;FALSE;#N/A
158;114;1;19/04/2023;06:40:00;road;Raphael;1;Mistle Thrush;FALSE;#N/A
159;114;1;19/04/2023;06:40:00;road;Raphael;1;Eurasian Wren;FALSE;#N/A
160;114;1;19/04/2023;06:40:00;road;Raphael;1;Eurasian Blackbird;TRUE;#N/A
161;114;1;19/04/2023;06:40:00;road;Raphael;1;Coal Tit;FALSE;#N/A
162;114;1;19/04/2023;06:40:00;road;Raphael;1;Eurasian Blackbird;FALSE;#N/A
163;114;1;19/04/2023;06:40:00;road;Raphael;1;Eurasian Wren;TRUE;#N/A
164;114;1;19/04/2023;06:40:00;road;Raphael;1;Coal Tit;TRUE;#N/A
165;114;1;19/04/2023;06:40:00;road;Raphael;1;Eurasian Blackcap;TRUE;#N/A
166;114;1;19/04/2023;06:40:00;road;Raphael;1;Blue Tit;FALSE;#N/A
167;114;1;19/04/2023;06:40:00;road;Raphael;2;Eurasian Wren;FALSE;#N/A
168;114;1;19/04/2023;06:40:00;road;Raphael;2;Mistle Thrush;FALSE;#N/A
169;114;1;19/04/2023;06:40:00;road;Raphael;2;Coal Tit;FALSE;#N/A
170;114;1;19/04/2023;06:40:00;road;Raphael;2;Eurasian Wren;FALSE;#N/A
171;114;1;19/04/2023;06:40:00;road;Raphael;2;Blue Tit;FALSE;#N/A
172;114;1;19/04/2023;06:40:00;road;Raphael;2;Wood Pigeon;TRUE;#N/A
173;114;1;19/04/2023;06:40:00;road;Raphael;2;Coal Tit;TRUE;#N/A
174;114;1;19/04/2023;06:40:00;road;Raphael;2;Eurasian Blackbird;TRUE;#N/A
175;114;1;19/04/2023;06:40:00;road;Raphael;2;Eurasian Blackbird;FALSE;#N/A
176;114;1;19/04/2023;06:40:00;road;Raphael;2;Song Thrush;FALSE;#N/A
177;114;1;19/04/2023;06:40:00;road;Raphael;2;Crested Tit;FALSE;#N/A
178;114;1;19/04/2023;06:40:00;road;Raphael;2;European Robin;TRUE;#N/A
179;114;1;19/04/2023;06:40:00;road;Raphael;2;Eurasian Blackcap;FALSE;#N/A
180;114;1;19/04/2023;06:40:00;road;Raphael;3;Song Thrush;FALSE;#N/A
181;114;1;19/04/2023;06:40:00;road;Raphael;3;Eurasian Wren;FALSE;#N/A
182;114;1;19/04/2023;06:40:00;road;Raphael;3;Coal Tit;FALSE;#N/A
183;114;1;19/04/2023;06:40:00;road;Raphael;3;Eurasian Wren;FALSE;#N/A
184;114;1;19/04/2023;06:40:00;road;Raphael;3;Eurasian Blackbird;TRUE;#N/A
185;114;1;19/04/2023;06:40:00;road;Raphael;3;Mistle Thrush;FALSE;#N/A
186;114;1;19/04/2023;06:40:00;road;Raphael;3;Song Thrush;TRUE;#N/A
187;114;1;19/04/2023;06:40:00;road;Raphael;3;Crested Tit;FALSE;#N/A
188;114;1;19/04/2023;06:40:00;road;Raphael;3;Common Chaffinch;FALSE;#N/A
189;114;1;19/04/2023;06:40:00;road;Raphael;3;Eurasian Treecreeper;FALSE;#N/A
190;114;1;19/04/2023;06:40:00;road;Raphael;4;Eurasian Wren;FALSE;#N/A
191;114;1;19/04/2023;06:40:00;road;Raphael;4;European Robin;FALSE;#N/A
192;114;1;19/04/2023;06:40:00;road;Raphael;4;Eurasian Wren;TRUE;#N/A
193;114;1;19/04/2023;06:40:00;road;Raphael;4;Mistle Thrush;FALSE;#N/A
194;114;1;19/04/2023;06:40:00;road;Raphael;4;Eurasian Blackbird;TRUE;#N/A
195;114;1;19/04/2023;06:40:00;road;Raphael;4;Eurasian Blackbird;TRUE;#N/A
196;114;1;19/04/2023;06:40:00;road;Raphael;4;Song Thrush;TRUE;#N/A
197;114;1;19/04/2023;06:40:00;road;Raphael;4;Coal Tit;FALSE;#N/A
198;114;1;19/04/2023;06:40:00;road;Raphael;4;Great Tit;FALSE;#N/A
199;114;1;19/04/2023;06:40:00;road;Raphael;4;Wood Pigeon;TRUE;#N/A
200;114;1;19/04/2023;07:40:00;forest;Raphael;1;Coal Tit;FALSE;#N/A
201;114;1;19/04/2023;07:40:00;forest;Raphael;1;European Robin;FALSE;#N/A
202;114;1;19/04/2023;07:40:00;forest;Raphael;1;Song Thrush;FALSE;#N/A
203;114;1;19/04/2023;07:40:00;forest;Raphael;1;Mistle Thrush;FALSE;#N/A
204;114;1;19/04/2023;07:40:00;forest;Raphael;1;Song Thrush;FALSE;#N/A
205;114;1;19/04/2023;07:40:00;forest;Raphael;1;Wood Pigeon;TRUE;#N/A
206;114;1;19/04/2023;07:40:00;forest;Raphael;1;Wood Pigeon;TRUE;#N/A
207;114;1;19/04/2023;07:40:00;forest;Raphael;1;Common Chaffinch;FALSE;#N/A
208;114;1;19/04/2023;07:40:00;forest;Raphael;2;Coal Tit;FALSE;#N/A
209;114;1;19/04/2023;07:40:00;forest;Raphael;2;European Robin;FALSE;#N/A
210;114;1;19/04/2023;07:40:00;forest;Raphael;2;Wood Pigeon;TRUE;#N/A
211;114;1;19/04/2023;07:40:00;forest;Raphael;2;Wood Pigeon;TRUE;#N/A
212;114;1;19/04/2023;07:40:00;forest;Raphael;2;European Robin;FALSE;#N/A
213;114;1;19/04/2023;07:40:00;forest;Raphael;2;Mistle Thrush;TRUE;#N/A
214;114;1;19/04/2023;07:40:00;forest;Raphael;2;Eurasian Blackbird;FALSE;#N/A
215;114;1;19/04/2023;07:40:00;forest;Raphael;2;Eurasian Blackbird;FALSE;#N/A
216;114;1;19/04/2023;07:40:00;forest;Raphael;2;Song Thrush;TRUE;#N/A
217;114;1;19/04/2023;07:40:00;forest;Raphael;2;Eurasian Wren;FALSE;#N/A
218;114;1;19/04/2023;07:40:00;forest;Raphael;3;Eurasian Wren;FALSE;#N/A
219;114;1;19/04/2023;07:40:00;forest;Raphael;3;European Robin;FALSE;#N/A
220;114;1;19/04/2023;07:40:00;forest;Raphael;3;Eurasian Blackbird;FALSE;#N/A
221;114;1;19/04/2023;07:40:00;forest;Raphael;3;Eurasian Blackbird;FALSE;#N/A
222;114;1;19/04/2023;07:40:00;forest;Raphael;3;Eurasian Wren;FALSE;#N/A
223;114;1;19/04/2023;07:40:00;forest;Raphael;3;Firecrest;FALSE;#N/A
224;114;1;19/04/2023;07:40:00;forest;Raphael;3;Goldcrest;FALSE;#N/A
225;114;1;19/04/2023;07:40:00;forest;Raphael;3;Common Chaffinch;FALSE;#N/A
226;114;1;19/04/2023;07:40:00;forest;Raphael;4;Eurasian Blackbird;FALSE;#N/A
227;114;1;19/04/2023;07:40:00;forest;Raphael;4;Common Chaffinch;FALSE;#N/A
228;114;1;19/04/2023;07:40:00;forest;Raphael;4;Eurasian Wren;FALSE;#N/A
229;114;1;19/04/2023;07:40:00;forest;Raphael;4;European Robin;FALSE;#N/A
230;114;1;19/04/2023;07:40:00;forest;Raphael;4;Coal Tit;FALSE;#N/A
231;114;1;19/04/2023;07:40:00;forest;Raphael;4;Song Thrush;TRUE;#N/A
232;114;1;19/04/2023;07:40:00;forest;Raphael;4;Common Chiffchaff;FALSE;#N/A
233;114;1;19/04/2023;07:40:00;forest;Raphael;4;Coal Tit;TRUE;#N/A
234;114;1;19/04/2023;08:47:00;edge;Raphael;1;Wood Pigeon;TRUE;#N/A
235;114;1;19/04/2023;08:47:00;edge;Raphael;1;Eurasian Blackbird;TRUE;#N/A
236;114;1;19/04/2023;08:47:00;edge;Raphael;1;Coal Tit;FALSE;#N/A
237;114;1;19/04/2023;08:47:00;edge;Raphael;1;Eurasian Wren;FALSE;#N/A
238;114;1;19/04/2023;08:47:00;edge;Raphael;1;Song Thrush;TRUE;#N/A
239;114;1;19/04/2023;08:47:00;edge;Raphael;1;Great Tit;FALSE;#N/A
240;114;1;19/04/2023;08:47:00;edge;Raphael;1;Common Chiffchaff;FALSE;#N/A
241;114;1;19/04/2023;08:47:00;edge;Raphael;1;Mistle Thrush;FALSE;#N/A
242;114;1;19/04/2023;08:47:00;edge;Raphael;1;Crested Tit;FALSE;#N/A
243;114;1;19/04/2023;08:47:00;edge;Raphael;1;Eurasian Blackcap;TRUE;#N/A
244;114;1;19/04/2023;08:47:00;edge;Raphael;1;Common Chaffinch;FALSE;#N/A
245;114;1;19/04/2023;08:47:00;edge;Raphael;2;Common Chaffinch;FALSE;#N/A
246;114;1;19/04/2023;08:47:00;edge;Raphael;2;Eurasian Wren;FALSE;#N/A
247;114;1;19/04/2023;08:47:00;edge;Raphael;2;Mistle Thrush;TRUE;#N/A
248;114;1;19/04/2023;08:47:00;edge;Raphael;2;Song Thrush;TRUE;#N/A
249;114;1;19/04/2023;08:47:00;edge;Raphael;2;Eurasian Blackbird;TRUE;#N/A
250;114;1;19/04/2023;08:47:00;edge;Raphael;2;Song Thrush;FALSE;#N/A
251;114;1;19/04/2023;08:47:00;edge;Raphael;2;Great Spotted Woodpecker;FALSE;#N/A
252;114;1;19/04/2023;08:47:00;edge;Raphael;3;Song Thrush;FALSE;#N/A
253;114;1;19/04/2023;08:47:00;edge;Raphael;3;Common Chiffchaff;FALSE;#N/A
254;114;1;19/04/2023;08:47:00;edge;Raphael;3;Goldfinch;FALSE;#N/A
255;114;1;19/04/2023;08:47:00;edge;Raphael;3;Wood Pigeon;TRUE;#N/A
256;114;1;19/04/2023;08:47:00;edge;Raphael;3;Black Redstart;TRUE;#N/A
257;114;1;19/04/2023;08:47:00;edge;Raphael;3;Coal Tit;FALSE;#N/A
258;114;1;19/04/2023;08:47:00;edge;Raphael;4;Blue Tit;FALSE;#N/A
259;114;1;19/04/2023;08:47:00;edge;Raphael;4;Coal Tit;FALSE;#N/A
260;114;1;19/04/2023;08:47:00;edge;Raphael;4;Blue Tit;FALSE;#N/A
261;114;1;19/04/2023;08:47:00;edge;Raphael;4;Eurasian Blackcap;FALSE;#N/A
262;114;1;19/04/2023;09:59:00;path;Raphael;1;European Robin;FALSE;#N/A
263;114;1;19/04/2023;09:59:00;path;Raphael;1;Goldcrest;FALSE;#N/A
264;114;1;19/04/2023;09:59:00;path;Raphael;1;Eurasian Blackbird;TRUE;#N/A
265;114;1;19/04/2023;09:59:00;path;Raphael;1;Coal Tit;FALSE;#N/A
266;114;1;19/04/2023;09:59:00;path;Raphael;1;Eurasian Blackbird;TRUE;#N/A
267;114;1;19/04/2023;09:59:00;path;Raphael;1;Goldcrest;FALSE;#N/A
268;114;1;19/04/2023;09:59:00;path;Raphael;1;Crested Tit;FALSE;#N/A
269;114;1;19/04/2023;09:59:00;path;Raphael;1;Great Tit;TRUE;#N/A
270;114;1;19/04/2023;09:59:00;path;Raphael;1;Coal Tit;TRUE;#N/A
271;114;1;19/04/2023;09:59:00;path;Raphael;1;Common Chiffchaff;TRUE;#N/A
272;114;1;19/04/2023;09:59:00;path;Raphael;1;Eurasian Wren;FALSE;#N/A
273;114;1;19/04/2023;09:59:00;path;Raphael;2;Great Tit;TRUE;#N/A
274;114;1;19/04/2023;09:59:00;path;Raphael;2;Common Chaffinch;FALSE;#N/A
275;114;1;19/04/2023;09:59:00;path;Raphael;2;Wood Pigeon;TRUE;#N/A
276;114;1;19/04/2023;09:59:00;path;Raphael;2;Goldcrest;FALSE;#N/A
277;114;1;19/04/2023;09:59:00;path;Raphael;2;Eurasian Blackbird;TRUE;#N/A
278;114;1;19/04/2023;09:59:00;path;Raphael;2;Eurasian Blackbird;TRUE;#N/A
279;114;1;19/04/2023;09:59:00;path;Raphael;2;Green Woodpecker;TRUE;#N/A
280;114;1;19/04/2023;09:59:00;path;Raphael;2;Eurasian Jay;FALSE;#N/A
281;114;1;19/04/2023;09:59:00;path;Raphael;2;European Robin;FALSE;#N/A
282;114;1;19/04/2023;09:59:00;path;Raphael;3;European Robin;FALSE;#N/A
283;114;1;19/04/2023;09:59:00;path;Raphael;3;Eurasian Blackbird;TRUE;#N/A
284;114;1;19/04/2023;09:59:00;path;Raphael;3;Eurasian Blackbird;TRUE;#N/A
285;114;1;19/04/2023;09:59:00;path;Raphael;3;Common Chiffchaff;TRUE;#N/A
286;114;1;19/04/2023;09:59:00;path;Raphael;3;Mistle Thrush;FALSE;#N/A
287;114;1;19/04/2023;09:59:00;path;Raphael;3;Coal Tit;TRUE;#N/A
288;114;1;19/04/2023;09:59:00;path;Raphael;3;Coal Tit;TRUE;#N/A
289;114;1;19/04/2023;09:59:00;path;Raphael;3;Coal Tit;TRUE;#N/A
290;114;1;19/04/2023;09:59:00;path;Raphael;3;Wood Pigeon;TRUE;#N/A
291;114;1;19/04/2023;09:59:00;path;Raphael;3;Green Woodpecker;FALSE;#N/A
292;114;1;19/04/2023;09:59:00;path;Raphael;3;Coal Tit;TRUE;#N/A
293;114;1;19/04/2023;09:59:00;path;Raphael;3;Goldcrest;FALSE;#N/A
294;114;1;19/04/2023;09:59:00;path;Raphael;3;Goldcrest;FALSE;#N/A
295;114;1;19/04/2023;09:59:00;path;Raphael;3;Song Thrush;TRUE;#N/A
296;114;1;19/04/2023;09:59:00;path;Raphael;3;Great Spotted Woodpecker;FALSE;#N/A
297;114;1;19/04/2023;09:59:00;path;Raphael;4;Eurasian Blackbird;FALSE;#N/A
